Episode,Reward_CP_0.5,Reward_CP_0.7,Epsilon
656.0,10.0,10.0,0.010704057635989903
657.0,10.0,10.0,0.010697749546249375
658.0,10.0,10.0,0.010691497974603588
659.0,11.0,11.0,0.01068468591996285
660.0,10.0,10.0,0.010678551393460443
661.0,9.0,9.0,0.010673077327071713
662.0,11.0,11.0,0.010666446737109272
663.0,8.0,8.0,0.01066166555351771
664.0,10.0,10.0,0.01065573728077916
665.0,10.0,10.0,0.010649862123118881
666.0,10.0,10.0,0.010644039604645885
667.0,10.0,10.0,0.010638269253732997
668.0,11.0,11.0,0.010631981563542111
669.0,9.0,9.0,0.010626883189168962
670.0,10.0,10.0,0.010621266553240362
671.0,10.0,10.0,0.010615700240242252
672.0,10.0,10.0,0.010610183799300236
673.0,11.0,11.0,0.010604172783311203
674.0,10.0,10.0,0.010598759624017002
675.0,9.0,9.0,0.010593929260444916
676.0,10.0,10.0,0.010588607879235627
677.0,10.0,10.0,0.01058333417558638
678.0,12.0,12.0,0.010577068064396952
679.0,11.0,11.0,0.010571383276689005
680.0,9.0,9.0,0.010566773765869118
681.0,10.0,10.0,0.010561695687605463
682.0,9.0,9.0,0.010557164329312122
683.0,9.0,9.0,0.010552669526770295
684.0,9.0,9.0,0.010548210985074373
685.0,9.0,9.0,0.01054378841169784
686.0,9.0,9.0,0.010539401516474067
687.0,9.0,9.0,0.010535050011577285
688.0,10.0,10.0,0.010530256166135989
689.0,10.0,10.0,0.010525505271734067
690.0,10.0,10.0,0.010520796943546478
691.0,10.0,10.0,0.01051613080019606
692.0,8.0,8.0,0.010512428004495235
693.0,9.0,9.0,0.010508294102563731
694.0,9.0,9.0,0.010504193549990633
695.0,8.0,8.0,0.010500576393819018
696.0,9.0,9.0,0.01049653810218952
697.0,10.0,10.0,0.01049208930886907
698.0,16.0,16.0,0.010485053998624856
699.0,10.0,10.0,0.010480708098522478
700.0,19.0,19.0,0.010472557873065056
701.0,9.0,9.0,0.010468745614782771
702.0,10.0,10.0,0.010464545831622447
703.0,10.0,10.0,0.010460383676928474
704.0,9.0,9.0,0.010456669631336521
705.0,9.0,9.0,0.010452985548002901
706.0,9.0,9.0,0.01044933118521358
707.0,10.0,10.0,0.010445305347988536
708.0,10.0,10.0,0.01044131558074015
709.0,10.0,10.0,0.010437361560295092
710.0,8.0,8.0,0.010434223866314126
711.0,12.0,12.0,0.010429559481573265
712.0,12.0,12.0,0.010424945201137346
713.0,10.0,10.0,0.010421137853092875
714.0,10.0,10.0,0.010417364617444762
715.0,9.0,9.0,0.010413997618797029
716.0,9.0,9.0,0.010410657782681574
717.0,12.0,12.0,0.010406246542204364
718.0,11.0,11.0,0.010402244544013851
719.0,9.0,9.0,0.010398999523283428
720.0,10.0,10.0,0.010395424638685008
721.0,8.0,8.0,0.01039258780613875
722.0,10.0,10.0,0.010389070368097362
723.0,8.0,8.0,0.010386279121991216
724.0,11.0,11.0,0.01038247382597847
725.0,9.0,9.0,0.010379388301233349
726.0,10.0,10.0,0.0103759891257563
727.0,10.0,10.0,0.010372620405604008
728.0,10.0,10.0,0.010369281867908302
729.0,12.0,12.0,0.010365315082930846
730.0,11.0,11.0,0.01036171630694392
731.0,9.0,9.0,0.010358798238987417
732.0,10.0,10.0,0.010355583542669133
733.0,11.0,11.0,0.010352080633606533
734.0,10.0,10.0,0.010348926124488015
735.0,15.0,15.0,0.010344247275100601
736.0,20.0,20.0,0.010338106259099339
737.0,9.0,9.0,0.010335378660089755
738.0,10.0,10.0,0.010332373794327691
739.0,9.0,9.0,0.010329692440735968
740.0,9.0,9.0,0.01032703271838355
741.0,15.0,15.0,0.010322647443889362
742.0,11.0,11.0,0.010319468993484314
743.0,10.0,10.0,0.010316606672308886
744.0,10.0,10.0,0.01031376999644702
745.0,10.0,10.0,0.010310958736126422
746.0,10.0,10.0,0.010308172663633467
747.0,17.0,17.0,0.010303493508693425
748.0,10.0,10.0,0.010300774321810643
749.0,9.0,9.0,0.010298347890118829
750.0,9.0,9.0,0.01029594103313911
751.0,10.0,10.0,0.010293289513576623
752.0,12.0,12.0,0.010290139030063606
753.0,22.0,22.0,0.01028445077680958
754.0,10.0,10.0,0.010281902205591609
755.0,9.0,9.0,0.010279628020609586
756.0,9.0,9.0,0.010277372182122305
757.0,10.0,10.0,0.01027488703243155
758.0,10.0,10.0,0.010272424148740718
759.0,10.0,10.0,0.010269983331554882
760.0,10.0,10.0,0.010267564383166516
761.0,10.0,10.0,0.010265167107639476
762.0,9.0,9.0,0.010263027929435268
763.0,9.0,9.0,0.010260906008587863
764.0,10.0,10.0,0.010258568389575038
765.0,9.0,9.0,0.010256482445099495
766.0,10.0,10.0,0.010254184459539998
767.0,10.0,10.0,0.0102519070630607
768.0,10.0,10.0,0.010249650071191241
769.0,19.0,19.0,0.010245417347898408
770.0,9.0,9.0,0.010243437496603001
771.0,10.0,10.0,0.010241256388840962
772.0,10.0,10.0,0.010239094822978325
773.0,11.0,11.0,0.01023673946250257
774.0,10.0,10.0,0.010234618366589034
775.0,9.0,9.0,0.010232725633736223
776.0,10.0,10.0,0.010230640500208107
777.0,10.0,10.0,0.01022857404868661
778.0,9.0,9.0,0.010226730077059243
779.0,9.0,9.0,0.010224900981273564
780.0,12.0,12.0,0.010222485119809843
781.0,8.0,8.0,0.010220888979946038
782.0,10.0,10.0,0.010218909898352477
783.0,11.0,11.0,0.01021675338272446
784.0,9.0,9.0,0.010215004771759321
785.0,15.0,15.0,0.01021212171178176
786.0,14.0,14.0,0.01020946574593647
787.0,10.0,10.0,0.010207589012192823
788.0,8.0,8.0,0.010206099739121744
789.0,17.0,17.0,0.010202970413499275
790.0,9.0,9.0,0.010201332993652893
791.0,10.0,10.0,0.010199529126289242
792.0,11.0,11.0,0.010197563533676363
793.0,9.0,9.0,0.010195969732661792
794.0,17.0,17.0,0.010192994216495393
795.0,10.0,10.0,0.010191265061416571
796.0,15.0,15.0,0.01018870033394953
797.0,9.0,9.0,0.010187178034878935
798.0,10.0,10.0,0.010185500990584384
799.0,10.0,10.0,0.010183838971971493
800.0,10.0,10.0,0.010182191844415846
