episode,reward,epsilon,loss
769,8.0,0.05,292655528148992.0
770,8.0,0.05,197589795864576.0
771,8.0,0.05,128071371456512.0
772,8.0,0.05,668919305601024.0
773,8.0,0.05,225837321682944.0
774,8.0,0.05,192898940534784.0
775,8.0,0.05,186361898401792.0
776,9.0,0.05,131998199695132.44
777,8.0,0.05,175838509268992.0
778,8.0,0.05,196813974142976.0
779,8.0,0.05,277768292007936.0
780,10.0,0.05,304439503722905.6
781,11.0,0.05,211702135223389.1
782,8.0,0.05,192798354964480.0
783,8.0,0.05,407226015285248.0
784,8.0,0.05,409803699912704.0
785,9.0,0.05,380028780136220.44
786,8.0,0.05,189122749890560.0
787,11.0,0.05,260199162815208.72
788,9.0,0.05,183663491168483.56
789,8.0,0.05,240449630633984.0
790,12.0,0.05,379360342922581.3
791,10.0,0.05,355278417992089.6
792,8.0,0.05,46904327110656.0
793,8.0,0.05,65625812729856.0
794,14.0,0.05,112967877001216.0
795,8.0,0.05,99189748858880.0
796,9.0,0.05,177536878073173.34
797,8.0,0.05,257979939815424.0
798,12.0,0.05,211785266539178.66
799,11.0,0.05,161550859072605.1
800,8.0,0.05,186918158204928.0
801,18.0,0.05,46768555145443.555
802,12.0,0.05,35030827980117.332
803,13.0,0.05,54679321484681.84
804,13.0,0.05,109191061307392.0
805,11.0,0.05,42190434706152.73
806,15.0,0.05,112096671974468.27
807,15.0,0.05,90166734732219.73
808,15.0,0.05,73272223063517.86
809,12.0,0.05,52521305276416.0
810,10.0,0.05,91568862350540.8
811,8.0,0.05,214047294488576.0
812,8.0,0.05,282528865452032.0
813,8.0,0.05,183289854951424.0
814,8.0,0.05,525505405779968.0
815,8.0,0.05,347229878681600.0
816,12.0,0.05,70920876578133.33
817,10.0,0.05,43432596458700.8
818,8.0,0.05,100729511575552.0
819,8.0,0.05,65797830082560.0
820,12.0,0.05,117790391620949.33
821,10.0,0.05,194267239022592.0
822,8.0,0.05,156641333936128.0
823,9.0,0.05,73288309946595.56
824,15.0,0.05,143565167062766.94
825,15.0,0.05,69009074758178.13
826,16.0,0.05,104892345049088.0
827,13.0,0.05,26629842604977.23
828,12.0,0.05,67003737527637.336
829,10.0,0.05,83863779724492.8
830,23.0,0.05,87997832415321.05
831,12.0,0.05,168350309679104.0
832,10.0,0.05,60431447831347.2
833,10.0,0.05,74218139864268.8
834,10.0,0.05,110130777764659.2
835,10.0,0.05,145468978469273.6
836,10.0,0.05,141487016561868.8
837,11.0,0.05,147872588377739.62
838,11.0,0.05,74883447128064.0
839,10.0,0.05,102592837530419.2
840,10.0,0.05,182393910591488.0
841,10.0,0.05,188930055156531.2
842,12.0,0.05,404428545152341.3
843,10.0,0.05,137362190368768.0
844,10.0,0.05,237270442442752.0
845,10.0,0.05,124409164385484.8
846,10.0,0.05,586248471812505.6
847,10.0,0.05,126828187693875.2
848,10.0,0.05,74907647370854.4
849,10.0,0.05,155513238480486.4
850,10.0,0.05,143677123985408.0
851,12.0,0.05,110111684733610.67
852,10.0,0.05,167367616443187.2
853,10.0,0.05,308029108309196.8
854,10.0,0.05,340485462818816.0
855,10.0,0.05,143349430144204.8
856,10.0,0.05,114642952755609.6
857,10.0,0.05,156912637391667.2
858,11.0,0.05,182652849380631.28
859,13.0,0.05,232289206110680.62
860,10.0,0.05,325233451361894.4
861,10.0,0.05,117291128927027.2
862,10.0,0.05,455679715940761.6
863,10.0,0.05,403817079662182.4
864,10.0,0.05,375365276427878.4
865,10.0,0.05,144453201716838.4
866,10.0,0.05,205967000915148.8
867,11.0,0.05,240904585609216.0
868,10.0,0.05,299473061491507.2
869,10.0,0.05,222481282498560.0
870,11.0,0.05,224574759239680.0
871,12.0,0.05,304507001853269.3
872,10.0,0.05,229435328010649.6
873,11.0,0.05,143655833412328.72
874,12.0,0.05,150720235263317.34
875,10.0,0.05,332356606178099.2
876,13.0,0.05,129328870487591.39
877,10.0,0.05,162181211278540.8
878,10.0,0.05,136075640255283.2
879,12.0,0.05,257471479283712.0
880,10.0,0.05,464490408496332.8
881,10.0,0.05,309191129641779.2
882,10.0,0.05,157534847080857.6
883,10.0,0.05,161393240598118.4
884,10.0,0.05,454916430626816.0
885,10.0,0.05,308824802485862.4
886,10.0,0.05,174935333719244.8
887,10.0,0.05,287894398828544.0
888,10.0,0.05,240411376562995.2
889,10.0,0.05,312303677970841.6
890,10.0,0.05,426217283413606.4
891,10.0,0.05,443832022650060.8
892,10.0,0.05,276009445018828.8
893,10.0,0.05,297122076085452.8
894,10.0,0.05,411146462534041.6
895,10.0,0.05,544332328625766.4
896,10.0,0.05,513132798463180.8
897,10.0,0.05,268376082271436.8
898,10.0,0.05,283032792806195.2
899,10.0,0.05,322513425714380.8
900,11.0,0.05,613930516682565.9
901,10.0,0.05,173859061471641.6
902,13.0,0.05,240389290519630.78
903,10.0,0.05,330011080078131.2
904,10.0,0.05,538055896412979.2
905,10.0,0.05,249665009850777.6
906,10.0,0.05,310342044142796.8
907,10.0,0.05,306202939700019.2
908,10.0,0.05,406417137729536.0
909,10.0,0.05,563487835160576.0
910,10.0,0.05,422691829134131.2
911,11.0,0.05,395585241076084.4
912,11.0,0.05,379277353204270.56
913,10.0,0.05,369072587092787.2
914,10.0,0.05,126980197659443.2
915,10.0,0.05,597492734571315.2
916,10.0,0.05,1158080832628326.5
917,10.0,0.05,841903456334643.2
918,11.0,0.05,267915701280023.28
919,13.0,0.05,763265842050599.4
920,10.0,0.05,476660319440076.8
921,10.0,0.05,467109470745395.2
922,10.0,0.05,208142809956352.0
923,10.0,0.05,395850254437580.8
924,10.0,0.05,472024491858329.6
925,10.0,0.05,336764471135436.8
926,11.0,0.05,364907214715438.56
927,10.0,0.05,827150252900352.0
928,10.0,0.05,368629251676569.6
929,11.0,0.05,771465346833687.2
930,10.0,0.05,875370410252697.6
931,12.0,0.05,817815972129450.6
932,10.0,0.05,448366100925644.8
933,10.0,0.05,528326483089817.6
934,10.0,0.05,752568368942284.8
935,10.0,0.05,655196721617305.6
936,10.0,0.05,700449477256806.4
937,10.0,0.05,905060131694182.4
938,10.0,0.05,391695742219059.2
939,10.0,0.05,949656115950387.2
940,10.0,0.05,416715670290432.0
941,10.0,0.05,755257952121651.2
942,11.0,0.05,434591241052904.75
943,10.0,0.05,644503460170956.8
944,10.0,0.05,881578680621465.6
945,10.0,0.05,719161483329536.0
946,10.0,0.05,769176298638540.8
947,10.0,0.05,481488534293708.8
948,10.0,0.05,1118078273113292.8
949,11.0,0.05,304964752256651.6
950,10.0,0.05,1318510536320614.5
951,14.0,0.05,853458925275428.6
952,10.0,0.05,546688399415705.6
953,10.0,0.05,723594827425382.4
954,10.0,0.05,561015478340812.8
955,12.0,0.05,385931836828330.7
956,10.0,0.05,750998340291788.8
957,10.0,0.05,1028873622703308.8
958,10.0,0.05,761439206139494.4
959,10.0,0.05,919513538442035.2
960,10.0,0.05,919398765926809.6
961,10.0,0.05,563792008603238.4
962,12.0,0.05,721921042109781.4
963,10.0,0.05,395689303893606.4
964,10.0,0.05,732135086358528.0
965,10.0,0.05,687174481608704.0
966,10.0,0.05,718097010497945.6
967,11.0,0.05,322650671653608.75
968,12.0,0.05,341758230484309.3
969,10.0,0.05,252023709420748.8
970,10.0,0.05,537065699672064.0
971,11.0,0.05,471937701737565.06
972,10.0,0.05,1142319124735590.5
973,10.0,0.05,849492407694131.2
974,10.0,0.05,712151008700006.4
975,13.0,0.05,673795145969979.1
976,10.0,0.05,385767059121766.4
977,10.0,0.05,551274266859929.6
978,10.0,0.05,1132925513682124.8
979,10.0,0.05,797118525394124.8
980,10.0,0.05,951971868363980.8
981,10.0,0.05,933933834934681.6
982,10.0,0.05,404238735350169.6
983,10.0,0.05,667576090755072.0
984,10.0,0.05,600027068104704.0
985,10.0,0.05,386324088697651.2
986,10.0,0.05,528120900118118.4
987,12.0,0.05,835289348745898.6
988,10.0,0.05,695011107877683.2
989,10.0,0.05,506769555691929.6
990,10.0,0.05,856201451116953.6
991,10.0,0.05,721791999803392.0
992,10.0,0.05,1049238948754227.2
993,10.0,0.05,309997555469516.8
994,10.0,0.05,928410339639296.0
995,10.0,0.05,686430212849664.0
996,10.0,0.05,395510426894336.0
997,10.0,0.05,798876260892672.0
998,10.0,0.05,976583735954636.8
999,10.0,0.05,821709285149900.8
1000,10.0,0.05,920578327524147.2
